,EcNumber,Enzyme_Synonyms
5248,3.2.1.96,"['3.2.1.96', 'acetylglucosaminidase, endo-beta', 'beta-N-acetylglucosaminidase', 'CBM32', 'di-N-acetylchitobiosyl beta-N-acetylglucosaminidase', 'DI-N-acetylchitobiosyl beta-N-acetylglucosaminidase F1', 'DI-N-acetylchitobiosyl beta-N-acetylglucosaminidase F2', 'DI-N-acetylchitobiosyl beta-N-acetylglucosaminidase F3', 'endo', 'Endo D', 'Endo H', 'Endo M', 'Endo-A', 'endo-beta-(1-&gt;4)-N-acetylglucosaminidase', 'endo-beta-1,4-N-acetylglucosamidase', 'endo-beta-acetylglucosaminidase', 'endo-beta-GlcNAc-ase', 'endo-beta-N-acetylglucosaminidase', 'endo-beta-N-acetylglucosaminidase A', 'endo-beta-N-acetylglucosaminidase D', 'endo-beta-N-acetylglucosaminidase F', 'endo-beta-N-acetylglucosaminidase H', 'endo-beta-N-acetylglucosaminidase HS', 'endo-beta-N-acetylglucosaminidase L', 'endo-beta-N-acetylglucosaminidase M', 'Endo-BH', 'endo-BII', 'Endo-CC1', 'Endo-CC2', 'Endo-D', 'Endo-Fsp', 'endo-GM', 'Endo-HO', 'endo-LE', 'endo-M', 'endo-N-acetyl-beta-D-glucosaminidase', 'endo-N-acetyl-beta-glucosaminidase', 'Endo-Om', 'EndoBB', 'EndoBI-1', 'EndoBI-2', 'EndoD', 'endoE', 'EndoF1', 'endoglycosidase F1', 'endoglycosidase F2', 'endoglycosidase F3', 'endoglycosidase S', 'endohexosaminidase', 'EndoS2', 'ENGase', 'ENGase A', 'ENGase CI', 'ENGase CII', 'ENGase D', 'ENGase F', 'ENGase F1', 'ENGase F2', 'ENGase F3', 'ENGase Fsp', 'ENGase H', 'ENGase L', 'ENGase Mx', 'ENGase PI', 'ENGase PII', 'ENGase St', 'Engase1p', 'ENGase85A', 'ENGase85B', 'glycopeptide-D-mannosyl-N4-(N-acetyl-D-glucosaminyl)2-asparagine 1,4-N-acetyl-beta-glucosaminohydrolase', 'mannosyl-glycoprotein 1,4-N-acetamidodeoxy-beta-D-glycohydrolase', 'Mannosyl-glycoprotein endo-beta-N-acetyl-glucosaminidase', 'Mannosyl-glycoprotein endo-beta-N-acetyl-glucosaminidase F1', 'Mannosyl-glycoprotein endo-beta-N-acetyl-glucosaminidase F2', 'Mannosyl-glycoprotein endo-beta-N-acetyl-glucosaminidase F3', 'mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase', 'More', 'murein hydrolase', 'NAGase']"
5249,3.2.1.97,"['3.2.1.97', 'acetylgalactosaminidase, endo-alpha', 'D-galactosyl-N-acetyl-alpha-D-galactosamine D-galactosyl-N-acetylgalactosaminohydrolase', 'endo GalNAc-ase S', 'endo-alpha-acetylgalactosaminidase', 'endo-alpha-GalNAc-ase', 'endo-alpha-N-acetylgalactosaminidase', 'endo-alpha-N-acetylgalactosaminidase S', 'endo-beta-N-acetylgalactosaminidase', 'endo-EF', 'endo-GalNAc-ase S', 'endoEF', 'EngBF', 'EngCP', 'glycopeptide-D-galactosyl-N-acetyl-alpha-D-galactosamine D-galactosyl-N-acetyl-galactosaminohydrolase', 'More', 'NagBb', 'SpGH101']"
5250,3.2.1.98,"['3.2.1.98', '4-alpha-D-glucan maltohexaohydrolase', 'Aerobacter aerogenes amylase', 'alpha-amylase', 'alpha-glucan 1,4-alpha-maltohexaosidase', 'Amy', 'AmyM', 'AmyUS100', 'exo-maltohexao-hydrolase', 'exo-maltohexaohydrolase', 'exo-maltohexaose hydrolase', 'exomaltohexaohydrolase', 'G6-amylase', 'G6-forming amylase', 'G6-forming exo-alpha amylase', 'G6-producing amylase', 'glucan 1,4-alpha-maltohexaosidase', 'MaAmyB', 'maltohexaohydrolase, exo-', 'maltohexaose and maltoheptaose-forming amylase', 'maltohexaose forming alpha-amylase', 'maltohexaose producing alkaline amylase', 'maltohexaose producing amylase', 'maltohexaose-forming amylase', 'maltohexaose-producing alpha-amylase', 'Maltohexaose-producing amylase', 'maltohexaose-producing exo-amylase', 'maltose-producing alpha-amylase', 'thermostable alpha-amylase']"
5251,3.2.1.99,"['1,5-alpha-arabinanase A', '3.2.1.99', '5-alpha-L-arabinan 5-alpha-L-arabinanohydrolase', 'ABN', 'ABN A', 'ABN-TS', 'Abn1', 'Abn2', 'ABNA', 'abnA1', 'abnA2', 'ABNase', 'Abnc', 'AbnS1', 'AbnZ1', 'alpha-1,5-L-endo-arabinanase', 'alpha-L-arabinohydrolase', 'ARA', 'ARA1', 'araban 5-alpha-L-arabinohydrolase', 'arabinan endo-1,5-alpha-L-arabinanase', 'arabinanase A', 'arabinase, endo-1,5-alpha-L-', 'arase', 'Arb43A', 'Arb43B', 'arbA', 'BlAbn1', 'CEDAase', 'cold-adapted endo-arabinanase', 'endo-(1,5)-alpha-L-arabinanase', 'endo-(1-&gt;5)-alpha-L-arabinanase', 'endo-1,5-alpha-arabinanase', 'endo-1,5-alpha-L-arabinanase', 'endo-1,5-alpha-L-arabinase', 'endo-1,5-alpha-L-arabinase A', 'endo-1,5-arabinanase', 'endo-1,5-arabinase', 'endo-ABA', 'endo-alpha-(1-&gt;5)-L-arabinanase', 'endo-alpha-1,5-arabanase', 'endo-alpha-1,5-L-arabinanase', 'endo-alpha-arabinanase', 'endo-ara', 'endo-arabanase', 'endo-arabinanase', 'endo-arabinase', 'endo-D-arabinase', 'endo-L-arabinanase', 'endoarabinanase', 'endoarabinase', 'GH43 arabinanase', 'GH43 endo-arabinanase', 'More', 'PPase-C', 'protopectinase C', 'protopectinase-C', 'Tpet_0637']"
5252,3.2.1.B1,"['3.2.1.B1', 'Aga21', 'AgaA', 'AgaA7', 'AgaB', 'AgaB1', 'AgaC', 'AgaG1', 'agaM1', 'agarase AG-b', 'agarase-a', 'agarase-b', 'agarose 8-glycanohydrolase', 'beta-agarase', 'beta-agarase AgaB', 'endo-acting beta-agarase', 'endo-type beta-agarase', 'exo-beta-agarase', 'extracellular agarase', 'extracellular beta-agarase', 'NifU', 'YM01-3']"
5253,3.2.1.B16,"['3.2.1.B16', 'Ipecac alkaloid beta-D-glucosidase', 'ipecoside beta-D-glucosidase', 'IpeGlu1', 'N-deacetylisoipecoside glucohydrolase']"
5254,3.2.1.B23,"['3.2.1.B23', 'ginsenosidase type II']"
5255,3.2.1.B26,"['3.2.1.B26', 'beta-D-glycosidase', 'beta-glucosidase', 'beta-Gly', 'beta-glycosidase', 'Bgl', 'bgly', 'EcSbgly', 'GH1 beta-glycosidase', 'LACS', 'Sbeta-gly', 'Sbetagly', 'Ss-beta-Gly', 'Ssbeta-Glc1', 'Ssbeta-Gly', 'SsbetaG', 'SsbetaGlc1', 'SsbetaGly', 'SsGH1', 'sso1353', 'SSO3019', 'Sulfolobus solfataricus beta-glycosidase']"
5256,3.2.1.B28,"['3.2.1.B28', 'beta-glycosidase', 'Bgl', 'BGLPf', 'CelB', 'PFTG', 'Pyrococcus furiosus beta-glycosidase']"
5257,3.2.1.B3,"['3.2.1.B3', 'S-6-P hydrolase', 'scrB', 'scrB protein', 'ScrH', 'sucrose 6-phosphate hydrolase', 'sucrose-6-P hydrolase', 'sucrose-6-P-hydrolase', 'Sucrose-6-phosphate hydrolase', 'sucrose-6-phosphate phosphohydrolase', 'SusH']"
5258,3.2.1.B31,"['3.2.1.B31', 'beta-rutenosidase', 'beta-rutinosidase', 'FHG I', 'flavonol 3-glucosidase', 'flavonol-3-O-heterodisaccharide glucohydrolase']"
5259,3.2.1.B32,"['3.2.1.B32', 'kojibiose hydrolase', 'MalA', 'Pars_2044', 'Saci1160']"
5260,3.2.1.B33,"['3.2.1.B33', 'Sulfolobus shibatae beta-glycosidase']"
5261,3.2.1.B34,"['3.2.1.B34', 'BgaS', 'LACS', 'Saci_1849', 'Sbetagly', 'Sulfolobus acidocaldarius beta-glycosidase']"
5262,3.2.1.B35,"['3.2.1.B35', 'Pyrococcus kodakaraensis beta-glycosidase', 'Thermococcus kodakaraensis beta-glycosidase']"
5263,3.2.1.B36,"['3.2.1.B36', 'maltose-forming alpha-amylase', 'PSMA', 'Py04_0872', 'Pyrococcus ST04 alpha-amylase', 'TCMA']"
5264,3.2.1.B37,"['3.2.1.B37', 'ACD', 'Autolysin', 'N-acetylglucosaminidase', 'N-acetylmuramoyl-glycoprotein endo-beta-N-acetylglucosaminidase', 'N-acetylmuramoyl-glycoprotein N-acetyl-D-glucosamine hydrolase']"
5265,3.2.1.B40,"['3.2.1.B40', 'BGPh', 'PH0366', 'Pyrococcus horikoshii beta-glycosidase']"
5266,3.2.1.B41,"['3.2.1.B41', 'Thermus thermophilus beta-glycosidase', 'TtbetaGly']"
5267,3.2.1.B42,"['3.2.1.B42', '4-beta-D-glucan cellotetraosylhydrolase (non-reducing end)', 'Cel9A', 'CelD', 'cellulose 1,4-beta-cellotetraosidase (non-reducing end)', 'E4', 'endo/exoglucosidase', 'non-reducing end acting processive exocellulase']"
5268,3.2.1.B43,"['3.2.1.B43', 'keratan sulfate-endogalactosidase', 'keratan-sulfate N-acetyllactosamine hydrolase', 'keratanase II', 'KSase II']"
5269,3.2.1.B44,"['3.2.1.B44', 'glycyrrhizin glucuronohydrolase (glycyrrhetinic acid 3-O-beta-D-glucuronide-forming)', 'glycyrrhizin glucuronohydrolase (glycyrrhetinic acid 3-O-mono-beta-D-glucuronide-forming)', 'glycyrrhizinate glucuronosylhydrolase (glycyrrhetinic-acid 3-O-beta-D-glucuronide-forming)', 'TCE0_044r16781', 'TpGUS79A']"
5270,3.2.1.B45,"['3.2.1.B45', 'endo-(1-&gt;3)-fucoidanase', 'poly[(1-&gt;3)-alpha-L-fucoside-2/3/4-sulfate] glycanohydrolase']"
5271,3.2.1.B46,"['3.2.1.B46', 'endo-(1-&gt;4)-fucoidanase', 'endo-1,4-fucoidanase', 'FFA2', 'poly[(1-&gt;4)-alpha-L-fucoside-2-sulfate] glycanohydrolase', 'poly[(1-&gt;4)-alpha-L-fucoside-2/3/4-sulfate] glycanohydrolase']"
5272,3.2.1.B47,"['3.2.1.B47', 'exo-fucoidanase', 'exo-type fucoidanase', 'exofucoidanase', 'poly[(1-&gt;3/4)-alpha-L-fucoside-2/4-sulfate] glycanohydrolase']"
5273,3.2.1.B8,"['3.2.1.B8', 'cyclodextrinase', 'glucan 1,4-alpha-maltohydrolase (reducing end)', 'MAase', 'malto-alpha-amylase (reducing end)', 'maltogenic amylase', 'MalZ', 'More', 'SMMA', 'TMG', 'YvdF']"
5274,3.2.2.1,"['3.2.2.1', '6-oxopurine nucleosidase', 'CELE_Y43F8C.13', 'IAG nucleoside hydrolase', 'IAG-NH', 'IAG-nucleoside hydrolase', 'IAGNH', 'IG-NH', 'inosine-adenosine-guanosine nucleoside hydrolase', 'inosine-adenosine-guanosine-preferring nucleoside hydrolase', 'inosine-guanosine nucleoside hydrolase', 'inosine-guanosine-specific nucleoside hydrolase', 'inosine/adenosine/guanosinepreferring NH', 'IU-nucleoside hydrolase', 'IunH', 'N-ribosyl purine ribohydrolase', 'N-ribosyl-purine ribohydrolase', 'NSH3', 'nucleosidase', 'nucleosidase g', 'nucleoside hydrolase', 'PpNRH1', 'purine beta-ribosidase', 'purine hydrolase', 'purine NRH', 'Purine nucleosidase', 'purine nucleoside hydrolase', 'purine nucleoside N-ribohydrolase', 'purine ribonucleosidase', 'purine specific nucleoside hydrolase', 'purine-nucleoside ribohydrolase', 'purine-preferring nucleoside hydrolase', 'purine-specific hydrolase', 'purine-specific inosine-adenosine-guanosine nucleoside hydrolase', 'purine-specific inosineadenosine-guanosine nucleoside hydrolase', 'purine-specific NH', 'purine-specific nucleoside hydrolase', 'purine-specific ribonucleoside hydrolase', 'ribonucleoside hydrolase', 'rih1', 'rih2', 'RihC', 'SsIAG-NH', 'SslAG-NH', 'SSO2243', 'Tb927.3.2960', 'URH1', 'URH2', 'ZmNRH3']"
5275,3.2.2.10,"['3.2.2.10', 'pyrimidine nucleotide N-ribosidase', ""pyrimidine-5'-nucleotide nucleosidase"", ""pyrimidine-5'-nucleotide phosphoribo(deoxyribo)hydrolase""]"
5276,3.2.2.11,"['1-beta-aspartyl-N-acetyl-D-glucosaminylamine L-asparaginohydrolase', '3.2.2.11', 'aspartamidohydrolase', 'aspartyl-N-acetyl-beta-D-glucosaminidase', 'beta-aspartyl-N-acetylglucosaminidase', 'beta-aspartylacetylglucosaminidase', 'snail-glycosylamidase']"
5277,3.2.2.12,"['3.2.2.12', ""5'-inosinate phosphoribohydrolase"", 'inosinate nucleosidase', 'nucleosidase, inosinate']"
5278,3.2.2.13,"['1-methyladenosine hydrolase', '1-methyladenosine nucleosidase', '1-methyladenosine ribohydrolase', '3.2.2.13']"
5279,3.2.2.14,"['3.2.2.14', 'NaR nucleosidase', 'nicotinamide mononucleotidase', 'nicotinamide mononucleotide glycohydrolase', 'nicotinamide mononucleotide nucleosidase', 'nicotinamide-nucleotide phosphoribohydrolase', 'NMN glycohydrolase', 'NMN nucleosidase', 'NMNase', 'NMNGhase']"
5280,3.2.2.15,"['3.2.2.15', 'bovine hypoxanthine-DNA glycosylase', 'deoxyribonucleic acid glycosylase', 'DNA(hypoxanthine) glycohydrolase', 'DNA(hypoxanthine)glycohydrolase', 'DNA-deoxyinosine deoxyribohydrolase', 'DNA-deoxyinosine glycosylase', 'family 5 UDGb', 'hypoxanthine DNA glycosylase', 'hypoxanthine-DNA glycosylase', 'hypoxanthine-DNA-glycosylase', 'Phep_0752', 'SMUG2', 'UdgB', 'uracil DNA glycosylase']"
5281,3.2.2.16,"['3.2.2.16', ""5'-deoxy-5'-methylthioadenosine nucleosidase"", ""5'-methylthioadenosine nucleosidase"", ""5'-methylthioadenosine/S-adenosyl-L-homocysteine nucleosidase"", ""5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase"", '5-methylthioadenosine nucleosidase', '5-methylthioadenosine/S-adenosylhomocysteine nucleosidase', '50-methylthioadenosine/S-adenosylhomocysteine nucleosidase', 'adoHcy/MTA nucleosidase', 'Bgp protein', 'glycosaminoglycan-binding protein', 'HpyMqnB', 'lupin MeSAdo nucleosidase', 'MeSAdo nucleosidase', 'methylthioadenosine nucleosidase', 'methylthioadenosine/S-adenosylhomocysteine nucleosidase', 'MqnB', 'MTA nucleosidase', 'MTA ribohydrolase', 'MTA/SAH nucleosidase', 'MTAN', 'MTAN1', 'MTAN2', 'MTN', 'Pfs', 'Pfs protein', 'plant specific MTA nucleosidase', ""S-adenosylhomocysteine/5'-methylthioadenosine nucleosidase"", ""S-methyl-5'-thioadenosine adeninehyrolase""]"
5282,3.2.2.17,"['3.2.2.17', ""5'dimer DNA glycosylase"", 'bacteriophage T4 endonuclease V', 'Bsp-pdg', 'Chlorella virus pyrimidine dimer glycosylase', 'cis-syn cyclobutane pyrimidine dimer glycosylase', 'cis-syn trans-syn-II cyclobutane pyrimidine dimer glycosylase', 'cv-pdg1', 'deoxy-D-ribocyclobutadipyrimidine polynucleotidodeoxyribohydrolase', 'deoxyribodipyrimidine endonucleosidase', 'deoxyribonucleate pyrimidine dimer glycosidase', 'deoxyribopyrimidine endonucleosidase', 'dimer dependent endonuclease V', 'dimer specific M. luteus endonuclease', 'dimer-dependent endonuclease', 'dimericine', 'endodeoxyribonuclease (apurinic or apyrimidinic)', 'endodeoxyribonuclease (pyrimidine dimer)', 'endonuclease V', 'glycosylase/abasic (AP) lyase', 'PD-DNA glycosylase', 'PD-glycosylase', 'PD-specific DNA glycosylase', 'pyrimidine dimer DNA glycosylase', 'pyrimidine dimer glycosylase', 'pyrimidine dimer-specific glycosylase/AP lyase', 'T4 Endo V', 'T4 endonuclease V', 'T4 endonuclease V DNA repair enzyme', 'T4 PD-DNA-glycosylase', 'T4 Pdg', 'T4 pyrimidine dimer DNA glycosylase', 'T4 pyrimidine dimer DNA glycosylase/AP-lyase', 'T4 pyrimidine dimer glycosylase', 'T4 UV endonuclease', 'T4-induced UV endonuclease', 'T4-PDG', 'T4PDG', 'thymine photodimer repair enzyme', 'UV endonuclease', 'UV-specific endonuclease']"
5283,3.2.2.18,"['3.2.2.18', 'glycopeptide N-glycosidase']"
5284,3.2.2.19,"['3.2.2.19', 'AAH', 'ADP-ribose-L-arginine cleavage enzyme', 'ADP-ribose-L-arginine cleaving enzyme', 'ADP-ribosyl(arginine)protein hydrolase', 'ADP-ribosyl-acceptor hydrolase', 'ADP-ribosylarginine glycohydrolase', 'ADP-ribosylarginine hydrolase', 'ADP-ribosylhydrolase', 'ADP-ribosylhydrolase 1', 'ADP-ribosylhydrolase 3', 'ADP-ribosylhydrolase-like 1', 'ADPRH', 'AdprHl1', 'ARH1', 'ARH3', 'hARH1', 'mono-ADP-ribosyl-arginine hydrolase', 'More', 'Nomega-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase', 'O-acetyl-ADP-ribose hydrolase', 'PARG', 'poly(ADP-ribose) glycohydrolase', 'poly-(ADP-ribose) glycohydrolase', 'protein-Nomega-(ADP-D-ribosyl)-L-arginine ADP-ribosylhydrolase', '[protein ADP-ribosylarginine] hydrolase']"
5285,3.2.2.2,"['3.2.2.2', 'guanosine-inosine-preferring nucleoside N-ribohydrolase', 'inosinase', 'inosine hydrolase', 'inosine nucleosidase', 'inosine ribohydrolase', 'inosine-adenosine-guanosine nucleoside hydrolase', 'inosine-guanosine nucleosidase', 'NSH2', 'nucleosidase, inosine', 'purine-specific nucleoside hydrolase']"
5286,3.2.2.20,"['3-MeA DNA glycosylase I', '3-methyl adenine DNA glycosylase I', '3-methyladenine DNA glycosylase', '3-methyladenine DNA glycosylase I', '3.2.2.20', '3MeA', '3MeA DNA glycosylase', 'AAG', 'Aag 3MeA DNA glycosylase', 'AlkC', 'AlkD', 'alkylated-DNA glycohydrolase (releasing methyladenine and methylguanine)', 'APNG', 'APNG DNA glycosylase', 'bAag', 'deoxyribonucleate 3-methyladenine DNA glycosidase I', 'DNA-3-methyladenine DNA glycosidase I', 'DNA-3-methyladenine glycosylase I', 'GI', 'human m3A DNA glycosylase', 'm3A DNA glycosylase I', 'MAG', 'MAG1', 'Mag1 3-methyladenine DNA glycosylase', 'Mag1p', 'Mag2p', 'MPG', 'MpgI', 'N3-methyladenine DNA glycosylase', 'protein Tag', 'TAG', 'TagA', 'TagA protein', 'TagI', 'Yx1J']"
5287,3.2.2.21,"['3-methyladenine DANN glycosylase II', '3-methyladenine DNA glycosylase II', '3-methyladenine-DNA glycosidase II', '3-methyladenine-DNA glycosylase II', '3.2.2.21', 'AAG', 'ALK', 'AlkA', 'AlkA protein', 'AlkA1', 'AlkA2', 'AlkD', 'alkylated-DNA glycohydrolase (releasing methyladenine and methylguanine)', 'alkylpurine-DNA-N-glycosylase', 'ANPG', 'deoxyribonucleate 3-methyladenine glycosidase II', 'DNA glycosylase', 'DNA-3-methyladenine glycosidase II', 'DNA-3-methyladenine glycosylase II', 'helix-hairpin-helix DNA glycosylase', 'm3A DNA glycosylase II', 'MAG', 'Mag1 protein', 'MPG', 'N-methylpurine-DNA glycosylase', 'TagII']"
5288,3.2.2.22,"['(ribosome-inactivating protein)-like protein', '3.2.2.22', 'abelesculin', 'ABRaA', 'abrin', 'abrin-a A chain', 'Abrus precatorius agglutinin', 'alpha-MC', 'alpha-momorcharin', 'alpha-pisavin', 'antiviral protein DAP-30', 'aralin', 'B-32', 'balsamin', 'BBAP1', 'BE27', 'beta-momorcharin', 'beta-pisavin', 'Bougainvillea xbuttiana antiviral protein 1', 'bouganin', 'camphorin', 'CAP30', 'cinnamomin', 'Cochinin B', 'cytotoxic ribosome-inactivating lectin', 'D6D54_07625', 'D6D54_08385', 'D6D54_08880', 'depurinating rRNA N-glycosidase', 'dianthin 30', 'dianthin 32', 'dianthin-30', 'diphtheria toxin', 'ebulin b', 'ebulitin alpha', 'ebulitin beta', 'ebulitin gamma', 'gelonin', 'gysophilin', 'hispin', 'IRAb', 'IRIP', 'Iris agglutinin b', 'Iris ribosome-inactivating protein', 'JIP60', 'karasurin-A', 'KML', 'lamjapin', 'luffaculin I', 'luffin P1', 'lychnin', 'MAP', 'marmorin', 'ME1', 'Mirabilis antiviral protein', 'mistletoe lectin I', 'mistletoe lectin II', 'mistletoe lectin III', 'ML-I', 'MLI', 'MLII', 'MLIII', 'MOD', 'modeccin', 'momorcochin', 'momorcochin-S', 'momordin', 'momordin I', 'momordin II', 'momorgrosvin', 'More', 'N-glycosidase', 'n-TCS', 'neo-trichosanthin', 'nigrin b', 'nigritin f1', 'nigritin f2', 'PAG', 'PAGase', 'PAP', 'PAP-I', 'PAP-II', 'PAP-III', 'PAP-R', 'PAP-S', 'PD-L', 'PD-L1', 'PD-L4', 'pepocin', 'PGase', 'pokeweed anti-viral protein', 'pokeweed antiviral protein', 'polynucleotide:adenosine glycosidase', 'polynucleotide:adenosine glycosidase activity', 'polynucleotide:adenosine glycosylase', 'porrectin', 'RA', 'RCA-II', 'ribosomal inactivating protein', 'ribosomal ribonucleate N-glycosidase', 'ribosome inactivating protein', 'ribosome-inactivating protein', 'ribosome-inactivating protein 3', 'ribosome-inactivating protein type II', 'ribosome-inactivating proteins', 'ribosome-inactivating type II protein', 'ribosome-specific N-glycosidase', 'ricin', 'ricin A', 'ricin A chain', 'ricin A-chain', 'ricin toxin A-chain', 'ricin-A-chain', 'ricin-like protein', 'Ricinus communis agglutinin', 'Ricinus communis agglutinin II', 'RIP', 'RIP-1', 'RIP1', 'RIP2', 'RIPII', 'riproximin', 'RLP1', 'RLP2', 'RLP3', 'RLP4', 'RLP5', 'RLP6', 'RNA N-glycosidase', 'RNA-NGA', 'RNA-specific N-glycosidase', 'RNase Bo', 'Rpx', 'rRNA N-glycohydrolase', 'rRNA N-glycosidase', 'rRNA N-glycosylase', 'RTA', 'Sambucus nigra agglutinin', 'Sambucus nigra agglutinin I', 'SAP', 'saporin', 'saporin 6', 'saporin S-6', 'saporin S6', 'saporin-6', 'saporin-L1', 'saporin-S6', 'saporins', 'SBA', 'SCO7092', 'SEPIN', 'Shiga toxin', 'Shiga toxin 1', 'Shiga toxin 1 subunit A', 'Shiga toxin 2', 'Shiga toxin 2 subunit A', 'Shiga toxin type 1', 'Shiga toxin type 2', 'Shiga toxin-1', 'shiga-like toxin', 'shiga-like toxin I', 'sieboldin-b', 'single-chain ribosome-inactivating protein', 'SLT-I', 'SLT-II', 'SLT-IIv', 'SNA', 'SNA-I', 'SNA-V', 'SnaI', 'SNAIf', 'SNAV', 'SNLRP', 'SoRIP1', 'SoRIP2', 'stenodactylin', 'Stx', 'Stx type 1', 'Stx-1', 'Stx1', 'Stx1A', 'Stx2', 'Stx2A', 'Stx2dact', 'StxB', 'TCS', 'trichoanguin', 'trichomaglin', 'trichosanthin', 'Trichosanthrip', 'trichosnathin', 'TRIP', 'tritin-L', 'tritin-S', 'TYchi', 'type 1 ribosome inactivating protein', 'type 1 ribosome-inactivating protein', 'type 1 RIP', 'type 2 ribosome inactivating protein', 'type 2 ribosome-inactivating protein', 'type 2 RIP', 'type 2RIP', 'type 3 RIP', 'type I ribosome inactivating protein', 'type I ribosome-inactivating protein', 'type I RIP', 'type II ribosome inactivating protein', 'type II ribosome-inactivating protein', 'type II RIP', 'type III ribosome-inactivating protein', 'type III RIP', 'type-1 ribosome-inactivating protein', 'type-1 RIP', 'type-2 ribosome-inactivating protein', 'type-2 RIP', 'VAA-I', 'viscinum', 'Viscum album agglutinin I', 'viscumin', 'volkensin']"
5289,3.2.2.23,[]
5290,3.2.2.24,"['3.2.2.24', 'ADP-D-ribosyl-[dinitrogen reductase] ADP-ribosylhydrolase', 'ADP-ribosyl glycohydrolase', 'ADP-ribosyl-[dinitrogen reductase] hydrolase', 'ADP-ribosylglycohydrolase', 'ADP-ribosylhydrolase', 'azoferredoxin-activating enzymes', 'dinitrogenase reductase activating glycohydrolase', 'dinitrogenase reductase ADP-glycohydrolase', 'dinitrogenase reductase glycohydrolase', 'dinitrogenase reductase-activating glycohydrolase', 'DRAG', 'glycosidase, azoferredoxin', 'mono-ADP-ribosylhydrolase', 'More']"
5291,3.2.2.25,"['3.2.2.25', '7-methyl-N9-nucleoside hydrolase', '7-methylxanthosine ribohydrolase', 'N-MeNase', 'N-methyl nucleosidase', 'NMT1', 'NMT2']"
5292,3.2.2.26,"['3.2.2.26', ""5'-methylthioadenosine nucleosidase"", 'futalosine hydrolase', 'futalosine nucleosidase', 'futalosine ribohydrolase', 'MqnB', 'MTAN', 'TTHA0556']"
5293,3.2.2.27,"['3.2.2.27', '5-formyluracil-DNA glycosylase', 'AFUDG', 'Afung protein', 'Blr0248', 'DNA N-glycosylase', 'dr0689', 'DR_0968', 'endonuclease VIII', 'family 1 uracil N-glycosylase', 'family 4 UDGa', 'family 4 uracil-DNA glycosylase', 'HMUDG', 'mismatch-specific uracil-DNA glycosylase', 'MjUDG', 'More', 'MtuNei1', 'MUG', 'Pa-UDG', 'PF1385', 'PfuUDG', 'single-strand selective monofunctional uracil-DNA glycosylase', 'single-strand selective uracil DNA glycosylase', 'single-strand-selective mono-functional uracil-DNA glycosylase', 'single-strand-selective monofunctional uracil DNA glycosylase', 'single-strand-selective monofunctional uracil-DNA glycosylase', 'single-stranded monofunctional uracil DNA N-glycosylase', 'SMUG1', 'SMUG1-like glycosylase', 'STK_22380', 'Ta0477', 'TD12-encoded protein', 'Thd1p', 'Thp1p', 'TMUDG', 'type 1 UDG', 'UDG', 'UDG1', 'UDGa', 'UdgB', 'UDGIV', 'UDGV', 'UL114', 'UL2', 'UNG', 'UNG-1', 'Ung-type uracil glycosylase', 'UNG1', 'UNG2', 'Unga', 'uracil DNA glycosylase', 'uracil DNA glycosylase 2', 'uracil DNA-glycosylase', 'uracil DNA-glycosylase 2', 'uracil-DNA deoxyribohydrolase (uracil-releasing)', 'uracil-DNA glycosylase', 'uracil-DNA glycosylase 2', 'uracil-DNA glycosylase a', 'uracil-DNA N-glycosylase', 'uracil-N-glycosylase 2']"
5294,3.2.2.28,"['3.2.2.28', 'double stranded DNA specific UDG', 'double-strand uracil-DNA glycosylase', 'double-stranded uracil-DNA glycosylase', 'dsDNA specific UDG', 'dsUDG', 'Dug', 'family 5 UDGb', 'family 5 uracil DNA glycosylase', 'G:T/U mismatch-specific DNA glycosylase', 'More', 'MUG', 'UDG', 'UdgB', 'uracil DNA glycosylase', 'uracil-double-stranded DNA deoxyribohydrolase (uracil-releasing)']"
5295,3.2.2.29,"['3.2.2.29', 'G/T glycosylase', 'G:T mismatch-specific thymine DNA-glycosylase', 'hsTDG', 'hTDG', 'mismatch-specific thymine-DNA glycosylase', 'mismatch-specific thymine-DNA N-glycosylase', 'More', 'Pa-MIG', 'T/U mismatch DNA glycosylase', 'T:G mismatch-specific thymidine-DNA glycosylase', 'TDG', 'Thd1p', 'thymine DNA glycosylase', 'thymine DNA-glycosylase', 'thymine-DNA deoxyribohydrolase (thymine-releasing)', 'thymine-DNA glycosylase', 'uracil/thymine DNA glycosylase']"
5296,3.2.2.3,"['3.2.2.3', 'inosine-uridine nucleoside hydrolase', 'NSH1', 'nucleosidase, uridine', 'nucleoside hydrolase 1', 'PpNRH2', 'RihC', 'UNH', 'URH1', 'Urh1p', 'uridine hydrolase', 'uridine nucleosidase', 'uridine nucleoside ribohydrolase', 'Uridine ribohydrolase', 'uridine-cytidine N-ribohydrolase', 'uridine-preferring pyrimidine nucleoside hydrolase', 'uridine-ribohydrolase 1', 'uridine/cytidine hydrolase', 'ZmNRH2a', 'ZmNRH2b']"
